site_dist_id,drone_dist_id,run,opt_tour,opt_cost,anneal_tour,anneal_cost,xentropy_tour,xentropy_cost
0,0,0,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [9], 1: [6], 2: [0], 3: [7], 4: [2, 8], 5: [5], 6: [3, 4], 7: [1]}",0.16914603763350822,"{0: [5, 4, 0], 1: [5, 2, 1], 2: [9], 3: [9, 7, 6], 4: [9], 5: [9, 8, 3], 6: [9], 7: [9]}",1.9843008582155495
0,0,1,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [9], 1: [1], 2: [6], 3: [4, 3], 4: [0], 5: [7], 6: [8, 2], 7: [5]}",0.16914603763350822,"{0: [9, 3, 2, 5, 1], 1: [9], 2: [9, 7], 3: [6, 8, 4], 4: [6], 5: [6], 6: [9, 0], 7: [9]}",3.060183304164177
0,0,2,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [1, 6], 1: [0], 2: [2, 8], 3: [5], 4: [3], 5: [9], 6: [4], 7: [7]}",0.2573175128964395,"{0: [0, 2], 1: [5], 2: [0, 9], 3: [6, 4], 4: [5, 3], 5: [0, 8], 6: [5, 7], 7: [5, 1]}",1.8939557927141721
0,0,3,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [2, 1], 1: [8], 2: [7], 3: [9], 4: [5], 5: [3, 4], 6: [6], 7: [0]}",0.28968724448036276,"{0: [1], 1: [1, 8, 6], 2: [1, 9], 3: [2], 4: [2, 4], 5: [2, 3, 5], 6: [2], 7: [2, 7, 0]}",2.2704688782660516
0,0,4,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [3, 4], 1: [6, 8], 2: [9], 3: [7], 4: [0], 5: [5], 6: [1], 7: [2]}",0.25026650952396384,"{0: [1, 6], 1: [0], 2: [0], 3: [1, 3], 4: [9, 2, 8], 5: [1, 4], 6: [1, 7], 7: [1, 5]}",1.3518644896075453
0,0,5,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [0], 1: [8], 2: [6, 1], 3: [5], 4: [2], 5: [7], 6: [3, 4], 7: [9]}",0.2573175128964395,"{0: [9], 1: [7, 4, 1], 2: [9, 6, 3], 3: [7, 2], 4: [9, 8], 5: [7, 5], 6: [7], 7: [9, 0]}",2.0844464401254483
0,0,6,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [6, 1], 1: [9], 2: [2, 8], 3: [5], 4: [0], 5: [3, 4], 6: [7], 7: [6]}",0.2573175128964395,"{0: [8, 9], 1: [2, 1], 2: [8, 7], 3: [8, 4], 4: [2], 5: [2], 6: [5, 3], 7: [2, 6, 0]}",1.8939557927141721
0,0,7,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [5], 1: [0], 2: [6], 3: [3, 4], 4: [7], 5: [8, 2], 6: [9], 7: [1]}",0.16914603763350822,"{0: [4, 9], 1: [5, 7], 2: [6], 3: [4, 0], 4: [4], 5: [6, 8], 6: [5, 1, 2, 3], 7: [5]}",2.2942886812833545
0,0,8,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [0], 1: [9], 2: [3], 3: [5], 4: [7], 5: [1, 6], 6: [4], 7: [2, 8]}",0.2573175128964395,"{0: [8], 1: [4, 1], 2: [4], 3: [4, 6, 2, 0], 4: [4], 5: [5, 3], 6: [8, 7, 9], 7: [8]}",2.0109745081946913
0,0,9,"{0: [0], 1: [1, 8], 2: [2], 3: [3, 4], 4: [5], 5: [6], 6: [7], 7: [9]}",0.13335834319184098,"{0: [5], 1: [7], 2: [9], 3: [3, 4], 4: [6], 5: [8, 1], 6: [2], 7: [0]}",0.13335834319184098,"{0: [1, 6, 7], 1: [1, 9], 2: [8, 5, 4], 3: [0, 2], 4: [1], 5: [0, 3], 6: [8], 7: [0]}",2.195471612361609
